"country","year","suicide_no","population","GDP_year","GDP_percap","suicide_ratio"
"Albania",1985,NA,NA,NA,NA,NA
"Albania",1986,NA,NA,NA,NA,NA
"Albania",1987,73,2709600,2156624900,796,2.69412459403602
"Albania",1988,63,2764300,2.126e+09,769,2.2790579893644
"Albania",1989,68,2803100,2335124988,833,2.42588562662766
"Albania",1990,NA,NA,NA,NA,NA
"Albania",1991,NA,NA,NA,NA,NA
"Albania",1992,47,2822500,709452584,251,1.6651904340124
"Albania",1993,73,2807300,1228071038,437,2.60036333843907
"Albania",1994,50,2849300,1985673798,697,1.75481697258976
"Albania",1995,88,2903400,2424499009,835,3.03092925535579
"Albania",1996,89,2940200,3314898292,1127,3.0270049656486
"Albania",1997,170,2977300,2359903108,793,5.70987135995701
"Albania",1998,154,3012700,2707123772,899,5.11169382945531
"Albania",1999,139,3029700,3414760915,1127,4.58791299468594
"Albania",2000,54,2796300,3632043908,1299,1.9311232700354
"Albania",2001,119,2799349,4060758804,1451,4.25098835479249
"Albania",2002,133,2818839,4435078648,1573,4.7182545721838
"Albania",2003,124,2843929,5746945913,2021,4.36016510960717
"Albania",2004,146,2874991,7314865176,2544,5.07827676677944
"Albania",2005,0,2783320,8158548717,2931,0
"Albania",2006,0,2780176,8992642349,3235,0
"Albania",2007,124,2770344,10701011897,3863,4.47597843444713
"Albania",2008,160,2757059,12881352688,4672,5.80328531235639
"Albania",2009,0,2745735,12044212904,4387,0
"Albania",2010,96,2736025,11926953259,4359,3.5087398689705
"Albania",2011,NA,NA,NA,NA,NA
"Albania",2012,NA,NA,NA,NA,NA
"Albania",2013,NA,NA,NA,NA,NA
"Albania",2014,NA,NA,NA,NA,NA
"Albania",2015,NA,NA,NA,NA,NA
"Albania",2016,NA,NA,NA,NA,NA
"Antigua and Barbuda",1985,0,62574,240923926,3850,0
"Antigua and Barbuda",1986,0,61270,290440148,4740,0
"Antigua and Barbuda",1987,0,60261,337174852,5595,0
"Antigua and Barbuda",1988,0,59564,398637741,6693,0
"Antigua and Barbuda",1989,0,59238,438794778,7407,0
"Antigua and Barbuda",1990,1,59334,459469074,7744,1.68537432163684
"Antigua and Barbuda",1991,0,60394,481706333,7976,0
"Antigua and Barbuda",1992,0,61741,499281148,8087,0
"Antigua and Barbuda",1993,1,63315,535172778,8453,1.57940456447919
"Antigua and Barbuda",1994,0,65044,589429593,9062,0
"Antigua and Barbuda",1995,0,66846,577280741,8636,0
"Antigua and Barbuda",1996,NA,NA,NA,NA,NA
"Antigua and Barbuda",1997,NA,NA,NA,NA,NA
"Antigua and Barbuda",1998,0,72225,727860593,10078,0
"Antigua and Barbuda",1999,0,73832,766198926,10378,0
"Antigua and Barbuda",2000,2,75326,830158778,11021,2.65512572020285
"Antigua and Barbuda",2001,2,76497,800740259,10468,2.61448161365805
"Antigua and Barbuda",2002,0,77588,814615333,10499,0
"Antigua and Barbuda",2003,1,78658,855643111,10878,1.27132650207226
"Antigua and Barbuda",2004,2,79722,919577148,11535,2.50871779433532
"Antigua and Barbuda",2005,0,80809,1022191296,12649,0
"Antigua and Barbuda",2006,0,81973,1157005444,14114,0
"Antigua and Barbuda",2007,1,83131,1311401333,15775,1.20292069143881
"Antigua and Barbuda",2008,0,84273,1368431037,16238,0
"Antigua and Barbuda",2009,0,85405,1224253000,14335,0
"Antigua and Barbuda",2010,NA,NA,NA,NA,NA
"Antigua and Barbuda",2011,NA,NA,NA,NA,NA
"Antigua and Barbuda",2012,0,88703,1211411704,13657,0
"Antigua and Barbuda",2013,0,89779,1192925407,13287,0
"Antigua and Barbuda",2014,0,90837,1280133333,14093,0
"Antigua and Barbuda",2015,1,91889,1364863037,14853,1.08826954260031
"Antigua and Barbuda",2016,NA,NA,NA,NA,NA
"Argentina",1985,1988,27090800,88416668900,3264,7.33828458369631
"Argentina",1986,2284,27244400,110934442763,4072,8.38337419800032
"Argentina",1987,2286,27599400,111106191358,4026,8.28278875627731
"Argentina",1988,2354,28308000,126206817196,4458,8.31567048184259
"Argentina",1989,2247,28702000,76636898036,2670,7.82872273709149
"Argentina",1990,2140,29091100,141352368715,4859,7.35620172492618
"Argentina",1991,1951,29623000,189719984268,6404,6.5860986395706
"Argentina",1992,2184,30045400,228788617202,7615,7.26899958063464
"Argentina",1993,2230,30477500,236741715015,7768,7.31687310310885
"Argentina",1994,2241,30911200,2.5744e+11,8328,7.24979942545097
"Argentina",1995,2204,31345400,258031750000,8232,7.03133474130175
"Argentina",1996,2229,31780700,272149750000,8563,7.01369069907208
"Argentina",1997,2184,32333781,2.92859e+11,9057,6.75454565613592
"Argentina",1998,2347,32757259,298948250000,9126,7.16482413867412
"Argentina",1999,2423,33174862,2.83523e+11,8546,7.30372292128902
"Argentina",2000,2774,33585533,284203750000,8462,8.25950864022316
"Argentina",2001,3132,34010946,268696750000,7900,9.20880001397197
"Argentina",2002,3162,34407507,97724004252,2840,9.18985499298162
"Argentina",2003,3289,34785907,127586973492,3668,9.45497841985262
"Argentina",2004,3121,35162945,164657930453,4683,8.87582083923858
"Argentina",2005,3058,35550617,198737095012,5590,8.60181976588479
"Argentina",2006,3108,35918886,232557260817,6475,8.65282960056167
"Argentina",2007,2946,36315492,287530508431,7918,8.11224036287323
"Argentina",2008,3059,36733520,361558037110,9843,8.32754388906917
"Argentina",2009,2884,37158001,332976484578,8961,7.76145089182812
"Argentina",2010,2943,37578454,423627422092,11273,7.83161542515826
"Argentina",2011,2912,38015739,530163281575,13946,7.65998524979351
"Argentina",2012,3248,38441778,545982375701,14203,8.44914093203493
"Argentina",2013,2987,38859125,552025140252,14206,7.68674024440849
"Argentina",2014,3231,39276555,526319673732,13400,8.22628155651635
"Argentina",2015,3073,39699624,594749285413,14981,7.7406274679075
"Argentina",2016,NA,NA,NA,NA,NA
"Armenia",1985,NA,NA,NA,NA,NA
"Armenia",1986,NA,NA,NA,NA,NA
"Armenia",1987,NA,NA,NA,NA,NA
"Armenia",1988,NA,NA,NA,NA,NA
"Armenia",1989,NA,NA,NA,NA,NA
"Armenia",1990,93,2983700,2256838858,756,3.11693534872809
"Armenia",1991,80,3230800,2068526522,640,2.47616689364863
"Armenia",1992,83,3308700,1272577456,385,2.50853809653338
"Armenia",1993,106,3366600,1201313201,357,3.14857719954851
"Armenia",1994,112,3402500,1315158670,387,3.29169728141073
"Armenia",1995,130,3443200,1468317350,426,3.77555762081784
"Armenia",1996,87,3486300,1596968913,458,2.495482316496
"Armenia",1997,77,3526700,1639492424,465,2.18334420279581
"Armenia",1998,66,3558000,1893726437,532,1.85497470489039
"Armenia",1999,67,3580700,1845482181,515,1.87114251403357
"Armenia",2000,61,3606500,1911563665,530,1.69139054484958
"Armenia",2001,60,3610516,2118467913,587,1.66181232821015
"Armenia",2002,74,3014844,2376335048,788,2.45452169332808
"Armenia",2003,59,3024366,2807061009,928,1.95082208965449
"Armenia",2004,NA,NA,NA,NA,NA
"Armenia",2005,NA,NA,NA,NA,NA
"Armenia",2006,78,2764396,6384451606,2310,2.82159285427992
"Armenia",2007,71,2735313,9206301700,3366,2.59568100615908
"Armenia",2008,63,3045391,11662040714,3829,2.06869988123036
"Armenia",2009,53,2689695,8647936748,3215,1.97048364219735
"Armenia",2010,73,2676225,9260284938,3460,2.72772281852236
"Armenia",2011,67,2670366,10142111334,3798,2.50901936288883
"Armenia",2012,79,2814300,10619320049,3773,2.80709234978503
"Armenia",2013,67,2810664,11121465767,3957,2.38377835273088
"Armenia",2014,58,2803029,11609512940,4142,2.06919015108299
"Armenia",2015,74,2795335,10553337673,3775,2.64726767990241
"Armenia",2016,67,2400033,10546135160,3788,2.79162828177779
"Aruba",1985,NA,NA,NA,NA,NA
"Aruba",1986,NA,NA,NA,NA,NA
"Aruba",1987,NA,NA,NA,NA,NA
"Aruba",1988,NA,NA,NA,NA,NA
"Aruba",1989,NA,NA,NA,NA,NA
"Aruba",1990,NA,NA,NA,NA,NA
"Aruba",1991,NA,NA,NA,NA,NA
"Aruba",1992,NA,NA,NA,NA,NA
"Aruba",1993,NA,NA,NA,NA,NA
"Aruba",1994,NA,NA,NA,NA,NA
"Aruba",1995,8,73581,1320670391,17949,10.8723719438442
"Aruba",1996,NA,NA,NA,NA,NA
"Aruba",1997,NA,NA,NA,NA,NA
"Aruba",1998,NA,NA,NA,NA,NA
"Aruba",1999,9,81934,1722798883,21027,10.9844508995045
"Aruba",2000,10,83888,1873452514,22333,11.9206561129125
"Aruba",2001,4,86045,1920262570,22317,4.64873031553257
"Aruba",2002,9,88284,1941094972,21987,10.1943727062661
"Aruba",2003,2,90457,2021301676,22345,2.21099527952508
"Aruba",2004,8,92335,2228279330,24133,8.66410353603726
"Aruba",2005,10,93728,2331005587,24870,10.6691703653124
"Aruba",2006,9,94508,2421474860,25622,9.52300334363228
"Aruba",2007,8,94814,2623726257,27672,8.43757251038876
"Aruba",2008,4,94814,2791960894,29447,4.21878625519438
"Aruba",2009,4,94795,2498932961,26361,4.21963183712221
"Aruba",2010,7,95006,2467703911,25974,7.36795570806054
"Aruba",2011,9,95488,2584463687,27066,9.42526809651475
"Aruba",2012,NA,NA,NA,NA,NA
"Aruba",2013,NA,NA,NA,NA,NA
"Aruba",2014,NA,NA,NA,NA,NA
"Aruba",2015,NA,NA,NA,NA,NA
"Aruba",2016,NA,NA,NA,NA,NA
"Australia",1985,1861,14562500,180190994861,12374,12.7793991416309
"Australia",1986,2044,14809800,181977476217,12288,13.8016718659266
"Australia",1987,2164,15046500,189041159344,12564,14.3820822118101
"Australia",1988,2172,15312100,235699941793,15393,14.1848603392089
"Australia",1989,2066,15570600,299317645143,19223,13.2685959436374
"Australia",1990,2202,15807000,310838014621,19665,13.9305371038148
"Australia",1991,2288,16012100,325358292128,20320,14.2891937971909
"Australia",1992,2251,16203500,324878105053,20050,13.8920603573302
"Australia",1993,2038,16370000,311528948848,19030,12.449602932193
"Australia",1994,2283,16549400,322201314424,19469,13.7950620566305
"Australia",1995,2170,16766300,367216364716,21902,12.9426289640529
"Australia",1996,2426,17015100,400302731411,23526,14.2579238441149
"Australia",1997,2646,17221300,434568007513,25234,15.364693722309
"Australia",1998,2632,17421730,398899138574,22897,15.1075696845262
"Australia",1999,2488,17641702,388395162301,22016,14.1029476634397
"Australia",2000,2391,17874410,415034227218,23219,13.3766652997218
"Australia",2001,2458,18130883,378215090694,20860,13.5569789954521
"Australia",2002,2319,18370058,394486709920,21474,12.6238033652371
"Australia",2003,2156,18608029,466294700058,25059,11.5863963883547
"Australia",2004,2114,18854551,611904253806,32454,11.2121471362537
"Australia",2005,NA,NA,NA,NA,NA
"Australia",2006,2117,19109246,745521862833,39014,11.0784067566036
"Australia",2007,2229,19734430,851962785585,43171,11.2949803972043
"Australia",2008,2341,20120312,1052584601611,52315,11.635008443209
"Australia",2009,2337,20529317,926448240318,45128,11.3837201695507
"Australia",2010,2420,20847547,1144260547873,54887,11.6080803175549
"Australia",2011,2392,20881910,1394280784778,66770,11.4548908600794
"Australia",2012,2580,21238909,1543411012580,72669,12.1475166167904
"Australia",2013,2608,21600180,1573696522007,72856,12.0739734576286
"Australia",2014,2891,21927587,1464955475994,66809,13.1843052315788
"Australia",2015,3027,22240785,1349034029453,60656,13.6101311172245
"Australia",2016,NA,NA,NA,NA,NA
"Austria",1985,2091,7110115,69386774475,9759,29.4088070305473
"Austria",1986,2139,7119149,99036165210,13911,30.045725970899
"Austria",1987,2069,7130006,124168442860,17415,29.0182083998246
"Austria",1988,1851,7144410,133339397080,18663,25.908367520901
"Austria",1989,1898,7177666,133105805928,18544,26.4431362506977
"Austria",1990,1825,7231353,166463386663,23020,25.2373241909225
"Austria",1991,1769,7299728,173794177725,23808,24.2337796695987
"Austria",1992,1759,7375368,195078126346,26450,23.849657400146
"Austria",1993,1704,7433569,190379720927,25611,22.923040063259
"Austria",1994,1776,7462552,203535242742,27274,23.7988291404871
"Austria",1995,1788,7477030,241038283063,32237,23.9132382777654
"Austria",1996,1779,7493706,237250948791,31660,23.7399225429981
"Austria",1997,1592,7512589,212790348405,28325,21.1910967044783
"Austria",1998,1559,7533519,218259904402,28972,20.6941802363544
"Austria",1999,1555,7561609,217185787343,28722,20.5644063320386
"Austria",2000,1588,7592073,196799778883,25922,20.916553357693
"Austria",2001,1489,7634560,197337879195,25848,19.5034160449325
"Austria",2002,1553,7683162,213377771504,27772,20.213032082364
"Austria",2003,1456,7722033,261695778781,33889,18.8551382777048
"Austria",2004,1422,7773105,300904221505,38711,18.2938478252899
"Austria",2005,1399,7827461,315974418605,40367,17.8729731135039
"Austria",2006,1297,7869269,335998557270,42698,16.4818358604846
"Austria",2007,1285,7897272,388691445387,49218,16.2714415813461
"Austria",2008,1267,7925258,430294287388,54294,15.986861247924
"Austria",2009,1278,7946894,400172297861,50356,16.0817547081917
"Austria",2010,1264,7968421,391892746545,49181,15.8626156926197
"Austria",2011,1288,7995146,431120310089,53923,16.109774605742
"Austria",2012,1276,8031276,409425234155,50979,15.887886308477
"Austria",2013,1291,8079615,430068712972,53229,15.9784841233153
"Austria",2014,1314,8141165,441885415806,54278,16.1401961512879
"Austria",2015,1251,8219386,382065930308,46484,15.2201149818247
"Austria",2016,1201,7484629,390799991147,46976,16.0462195253766
"Azerbaijan",1985,NA,NA,NA,NA,NA
"Azerbaijan",1986,NA,NA,NA,NA,NA
"Azerbaijan",1987,NA,NA,NA,NA,NA
"Azerbaijan",1988,NA,NA,NA,NA,NA
"Azerbaijan",1989,NA,NA,NA,NA,NA
"Azerbaijan",1990,114,6156800,8858006036,1439,1.85161122661123
"Azerbaijan",1991,134,6290600,8792365811,1398,2.13016246462977
"Azerbaijan",1992,144,6370400,4991350458,784,2.26045460253673
"Azerbaijan",1993,119,6442600,3973027397,617,1.84708037127868
"Azerbaijan",1994,47,6521200,3313739674,508,0.720726246703061
"Azerbaijan",1995,49,6605900,3052467522,462,0.741761152908763
"Azerbaijan",1996,69,6668100,3176749593,476,1.03477752283259
"Azerbaijan",1997,107,6711200,3962710163,590,1.594349743712
"Azerbaijan",1998,56,7044400,4446396218,631,0.794957696893987
"Azerbaijan",1999,54,7106400,4581222442,645,0.759878419452888
"Azerbaijan",2000,62,7415250,5272617196,711,0.83611476349415
"Azerbaijan",2001,317,7518000,5707720391,759,4.21654695397712
"Azerbaijan",2002,92,7605700,6235795104,820,1.20961910146338
"Azerbaijan",2003,129,7674400,7276013032,948,1.6809131658501
"Azerbaijan",2004,108,7738250,8680472169,1122,1.39566439440442
"Azerbaijan",2005,NA,NA,NA,NA,NA
"Azerbaijan",2006,NA,NA,NA,NA,NA
"Azerbaijan",2007,55,7921100,33050343783,4172,0.694348007221219
"Azerbaijan",2008,NA,NA,NA,NA,NA
"Azerbaijan",2009,NA,NA,NA,NA,NA
"Azerbaijan",2010,NA,NA,NA,NA,NA
"Azerbaijan",2011,NA,NA,NA,NA,NA
"Azerbaijan",2012,NA,NA,NA,NA,NA
"Azerbaijan",2013,NA,NA,NA,NA,NA
"Azerbaijan",2014,NA,NA,NA,NA,NA
"Azerbaijan",2015,NA,NA,NA,NA,NA
"Azerbaijan",2016,NA,NA,NA,NA,NA
"Bahamas",1985,1,203700,2320699900,11393,0.490918016691213
"Bahamas",1986,NA,NA,NA,NA,NA
"Bahamas",1987,3,220900,2713999900,12286,1.35808057944771
"Bahamas",1988,NA,NA,NA,NA,NA
"Bahamas",1989,NA,NA,NA,NA,NA
"Bahamas",1990,NA,NA,NA,NA,NA
"Bahamas",1991,NA,NA,NA,NA,NA
"Bahamas",1992,NA,NA,NA,NA,NA
"Bahamas",1993,7,243500,3.092e+09,12698,2.87474332648871
"Bahamas",1994,3,249300,3.259e+09,13073,1.20336943441637
"Bahamas",1995,2,254500,3.429e+09,13473,0.785854616895874
"Bahamas",1996,3,252438,3.609e+09,14297,1.1884106196373
"Bahamas",1997,2,255956,6332360000,24740,0.781384300426636
"Bahamas",1998,3,260125,6833220000,26269,1.15329168668909
"Bahamas",1999,6,264791,7683870000,29019,2.26593804170081
"Bahamas",2000,11,269738,8076470000,29942,4.07803127479258
"Bahamas",2001,1,276140,8317830000,30122,0.362135148837546
"Bahamas",2002,3,282555,8881160000,31432,1.06174019217497
"Bahamas",2003,1,288888,8870090000,30704,0.346154911245881
"Bahamas",2004,2,295237,9055290000,30671,0.677421867855316
"Bahamas",2005,4,301763,9836200000,32596,1.32554355570431
"Bahamas",2006,2,308499,10167250000,32957,0.648300318639607
"Bahamas",2007,5,314989,10618340000,33710,1.58735701881653
"Bahamas",2008,4,321447,1.0526e+10,32746,1.24437310038669
"Bahamas",2009,6,327813,9981960000,30450,1.83031179361404
"Bahamas",2010,10,333869,10095760000,30239,2.99518673491699
"Bahamas",2011,4,338383,10070450000,29761,1.18209248100525
"Bahamas",2012,5,343558,10720500000,31204,1.45535833833006
"Bahamas",2013,5,348959,10627600000,30455,1.43283308354277
"Bahamas",2014,NA,NA,NA,NA,NA
"Bahamas",2015,NA,NA,NA,NA,NA
"Bahamas",2016,NA,NA,NA,NA,NA
"Bahrain",1985,11,365900,3651861702,9980,3.00628587045641
"Bahrain",1986,NA,NA,NA,NA,NA
"Bahrain",1987,9,363900,3392021011,9321,2.47320692497939
"Bahrain",1988,14,389700,3702393617,9501,3.59250705671029
"Bahrain",1989,NA,NA,NA,NA,NA
"Bahrain",1990,NA,NA,NA,NA,NA
"Bahrain",1991,NA,NA,NA,NA,NA
"Bahrain",1992,NA,NA,NA,NA,NA
"Bahrain",1993,NA,NA,NA,NA,NA
"Bahrain",1994,NA,NA,NA,NA,NA
"Bahrain",1995,NA,NA,NA,NA,NA
"Bahrain",1996,NA,NA,NA,NA,NA
"Bahrain",1997,0,529754,6349202394,11985,0
"Bahrain",1998,0,546008,6183776596,11325,0
"Bahrain",1999,17,565762,6621010372,11703,3.0047970701461
"Bahrain",2000,29,590594,9062906915,15345,4.91031063641012
"Bahrain",2001,23,624083,8976207713,14383,3.6854072294871
"Bahrain",2002,25,661010,9632155053,14572,3.78209104249557
"Bahrain",2003,34,702913,11074822074,15756,4.83701396901181
"Bahrain",2004,42,751559,13150166755,17497,5.58838361326256
"Bahrain",2005,42,819540,15968726862,19485,5.12482612197086
"Bahrain",2006,28,888543,18505053191,20826,3.15122622090321
"Bahrain",2007,40,964770,2.173e+10,22524,4.14606590171751
"Bahrain",2008,43,1024110,25710877660,25106,4.19876771049985
"Bahrain",2009,36,1092922,22938218085,20988,3.29392216461925
"Bahrain",2010,19,1139160,25713271277,22572,1.66789564240317
"Bahrain",2011,18,1103462,28776595745,26078,1.63122971158046
"Bahrain",2012,19,1201778,30749308511,25587,1.58099083191738
"Bahrain",2013,5,1214492,32539547872,26793,0.411694766206776
"Bahrain",2014,9,1213966,33387712766,27503,0.741371669387775
"Bahrain",2015,NA,NA,NA,NA,NA
"Bahrain",2016,NA,NA,NA,NA,NA
"Barbados",1985,7,231000,1417575550,6137,3.03030303030303
"Barbados",1986,8,231600,1556321742,6720,3.45423143350605
"Barbados",1987,6,233700,1713771321,7333,2.56739409499358
"Barbados",1988,12,234800,1822815594,7763,5.11073253833049
"Barbados",1989,16,236000,2015731029,8541,6.77966101694915
"Barbados",1990,16,237000,2023318252,8537,6.75105485232068
"Barbados",1991,17,237000,2007109829,8469,7.17299578059072
"Barbados",1992,14,240000,1950900000,8129,5.83333333333333
"Barbados",1993,16,239600,2046189032,8540,6.67779632721202
"Barbados",1994,14,240300,2151295182,8953,5.82605076987099
"Barbados",1995,17,241200,2261969870,9378,7.04809286898839
"Barbados",1996,NA,NA,NA,NA,NA
"Barbados",1997,NA,NA,NA,NA,NA
"Barbados",1998,NA,NA,NA,NA,NA
"Barbados",1999,NA,NA,NA,NA,NA
"Barbados",2000,10,251133,3121500000,12430,3.98195378544437
"Barbados",2001,2,252406,3116650000,12348,0.792374190787858
"Barbados",2002,0,253353,3169600000,12511,0
"Barbados",2003,0,254122,3274850000,12887,0
"Barbados",2004,3,254925,3514350000,13786,1.17681671079729
"Barbados",2005,1,255889,3897300000,15230,0.390794446029333
"Barbados",2006,9,256883,4246600000,16531,3.50354052233896
"Barbados",2007,0,258083,4523750000,17528,0
"Barbados",2008,1,259414,4607300000,17760,0.385484206712051
"Barbados",2009,5,260718,4434050000,17007,1.91778089736804
"Barbados",2010,3,261927,4461650000,17034,1.14535729420793
"Barbados",2011,0,263203,4660900000,17708,0
"Barbados",2012,0,264270,4656350000,17620,0
"Barbados",2013,0,265165,4612500000,17395,0
"Barbados",2014,NA,NA,NA,NA,NA
"Barbados",2015,NA,NA,NA,NA,NA
"Barbados",2016,NA,NA,NA,NA,NA
"Belarus",1985,NA,NA,NA,NA,NA
"Belarus",1986,NA,NA,NA,NA,NA
"Belarus",1987,NA,NA,NA,NA,NA
"Belarus",1988,NA,NA,NA,NA,NA
"Belarus",1989,NA,NA,NA,NA,NA
"Belarus",1990,2085,9408800,2.165e+10,2301,22.1601054332115
"Belarus",1991,2169,9476200,1.8e+10,1899,22.8889217196767
"Belarus",1992,2424,9570900,17037037037,1780,25.3267717769489
"Belarus",1993,2885,9641100,16280991736,1689,29.9239713310722
"Belarus",1994,3153,9653900,14932024169,1547,32.6603755994986
"Belarus",1995,3203,9673600,13972676841,1444,33.1107343698313
"Belarus",1996,3627,9684800,14756846154,1524,37.4504377994383
"Belarus",1997,3526,9692100,14128408566,1458,36.3801446538934
"Belarus",1998,3556,9694800,15222012660,1570,36.6794570285101
"Belarus",1999,3397,9563200,12138486532,1269,35.5215827338129
"Belarus",2000,3483,9543479,12736856828,1335,36.4961247360632
"Belarus",2001,3303,9513587,12354820144,1299,34.718765908169
"Belarus",2002,3291,9469234,14594249023,1541,34.7546591413836
"Belarus",2003,3456,9420691,17827791321,1892,36.685207061775
"Belarus",2004,NA,NA,NA,NA,NA
"Belarus",2005,NA,NA,NA,NA,NA
"Belarus",2006,NA,NA,NA,NA,NA
"Belarus",2007,2659,9244456,45277399814,4898,28.7631851998647
"Belarus",2008,2658,9205746,60763483146,6601,28.8732711069804
"Belarus",2009,2743,9169969,49209523810,5366,29.9128601198107
"Belarus",2010,2459,8981193,57222490769,6371,27.3794361172285
"Belarus",2011,2172,8947320,61757788945,6902,24.2754254905379
"Belarus",2012,NA,NA,NA,NA,NA
"Belarus",2013,1902,8910240,75527984234,8477,21.346226364273
"Belarus",2014,1741,8906977,78813839984,8849,19.5464746344355
"Belarus",2015,NA,NA,NA,NA,NA
"Belarus",2016,NA,NA,NA,NA,NA
"Belgium",1985,2281,9269600,86730038793,9356,24.6073185466471
"Belgium",1986,2202,9287100,120661220336,12992,23.7103078463675
"Belgium",1987,2238,9291300,150194077688,16165,24.0870491750347
"Belgium",1988,1996,9319300,163167853538,17509,21.4179176547595
"Belgium",1989,1920,9349200,165100094595,17659,20.5365164933898
"Belgium",1990,1895,9369700,206430841502,22032,20.224767068316
"Belgium",1991,1805,9396600,211637816539,22523,19.2090756230977
"Belgium",1992,1878,9428100,236038384442,25036,19.9191777770707
"Belgium",1993,2142,9462900,225924679921,23875,22.6357670481565
"Belgium",1994,2131,9497400,246194938751,25922,22.4377197969971
"Belgium",1995,2155,9527100,289567323481,30394,22.6196848988674
"Belgium",1996,2013,9557545,281358175896,29438,21.061894032411
"Belgium",1997,2146,9576223,254813599459,26609,22.4096702844117
"Belgium",1998,2019,9620997,260601911536,27087,20.9853511023857
"Belgium",1999,1857,9648277,260202429150,26969,19.2469598457839
"Belgium",2000,2143,9674025,237904919845,24592,22.152103183525
"Belgium",2001,2165,9710055,237841968680,24494,22.296475148699
"Belgium",2002,2076,9758570,258860436665,26526,21.2736087357062
"Belgium",2003,2091,9804122,319002821670,32538,21.3277639751933
"Belgium",2004,1987,9848022,370885026074,37661,20.1766405477161
"Belgium",2005,2029,9901014,387365750529,39124,20.4928505302588
"Belgium",2006,1935,9962702,409813197842,41135,19.4224418235133
"Belgium",2007,1857,10030266,471821105940,47040,18.5139656316193
"Belgium",2008,1999,10100850,518625897173,51345,19.7904136780568
"Belgium",2009,2013,10173366,484552792442,47630,19.7869613655893
"Belgium",2010,2013,10211171,483548031197,47355,19.7137037466124
"Belgium",2011,2088,10355126,527008453887,50893,20.1639265422748
"Belgium",2012,2026,10442637,497884216569,47678,19.4012297851587
"Belgium",2013,1895,10526149,520925468953,49489,18.0027852541324
"Belgium",2014,1899,10578848,530770977634,50173,17.9509148822254
"Belgium",2015,1867,10624356,455039563133,42830,17.572829826109
"Belgium",2016,NA,NA,NA,NA,NA
"Belize",1985,NA,NA,NA,NA,NA
"Belize",1986,3,146800,227850000,1552,2.04359673024523
"Belize",1987,4,144069,276550000,1920,2.77644739673351
"Belize",1988,NA,NA,NA,NA,NA
"Belize",1989,1,153088,363150000,2372,0.65321906354515
"Belize",1990,3,158000,413050000,2614,1.89873417721519
"Belize",1991,2,162200,444720750,2742,1.23304562268804
"Belize",1992,NA,NA,NA,NA,NA
"Belize",1993,1,170800,559858250,3278,0.585480093676815
"Belize",1994,8,170874,580863700,3399,4.68181232955277
"Belize",1995,14,180500,620140400,3436,7.75623268698061
"Belize",1996,8,180926,641383800,3545,4.42169726849651
"Belize",1997,1,187650,654314350,3487,0.532907007727152
"Belize",1998,12,195108,688992450,3531,6.15043975644259
"Belize",1999,18,202699,732732350,3615,8.88016221096305
"Belize",2000,18,210109,832072450,3960,8.56698189987102
"Belize",2001,19,217279,871860600,4013,8.74451741769798
"Belize",2002,14,224136,932551850,4161,6.24620765963522
"Belize",2003,12,230890,990374050,4289,5.19728009008619
"Belize",2004,20,237791,1057845500,4449,8.41074725283968
"Belize",2005,12,245020,1114222550,4547,4.89755938290752
"Belize",2006,11,252826,1217467600,4815,4.35081834937862
"Belize",2007,8,260667,1290573400,4951,3.06904978382381
"Belize",2008,11,268487,1368625150,5098,4.09703263100262
"Belize",2009,15,276189,1336957250,4841,5.4310635108567
"Belize",2010,15,283796,1397113450,4923,5.28548675809384
"Belize",2011,33,291662,1487005600,5098,11.3144667457536
"Belize",2012,18,298946,1573670250,5264,6.02115432218528
"Belize",2013,17,305888,1612573850,5272,5.5575897060362
"Belize",2014,24,312780,1703951050,5448,7.67312488010742
"Belize",2015,26,319835,1778567600,5561,8.12919161442619
"Belize",2016,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",1985,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",1986,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",1987,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",1988,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",1989,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",1990,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",1991,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",1992,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",1993,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",1994,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",1995,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",1996,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",1997,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",1998,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",1999,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",2000,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",2001,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",2002,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",2003,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",2004,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",2005,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",2006,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",2007,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",2008,NA,NA,NA,NA,NA
